molecule,atoms,bonds,frame,cpu_ms,shadow_ms,geometry_ms,ssao_ms,lighting_ms,silhouette_ms,composite_ms,gpu_total_ms,fb_w,fb_h
1CRN  Crambin,327,337,0,0.470947,0.7184,0.7872,2.70256,1.5272,0.86128,0.27792,6.87456,1280,720
1CRN  Crambin,327,337,1,4.83418,0.70464,0.788,2.7064,1.48256,0.86112,0.27888,6.8216,1280,720
1CRN  Crambin,327,337,2,0.491665,0.69888,0.78976,2.69792,1.49952,0.89248,0.28144,6.86,1280,720
1CRN  Crambin,327,337,3,0.454167,0.6976,0.79184,2.69328,1.50032,0.86112,0.27936,6.82352,1280,720
1CRN  Crambin,327,337,4,0.414682,0.64576,0.78896,2.7264,1.528,0.85936,0.27872,6.8272,1280,720
1CRN  Crambin,327,337,5,0.463636,0.7104,0.78512,2.6984,1.47152,0.86096,0.28064,6.80704,1280,720
1CRN  Crambin,327,337,6,0.439384,0.6976,0.78784,2.69728,1.5224,0.86272,0.27744,6.84528,1280,720
1CRN  Crambin,327,337,7,0.42547,0.69904,0.78704,2.70944,1.46464,0.85968,0.28128,6.80112,1280,720
1CRN  Crambin,327,337,8,0.438194,0.69392,0.78272,2.70144,1.47376,0.86512,0.28048,6.79744,1280,720
1CRN  Crambin,327,337,9,3.29193,0.7152,0.7896,2.70352,1.52288,0.8624,0.27728,6.87088,1280,720
1CRN  Crambin,327,337,10,0.495038,0.7088,0.78864,2.70704,1.55408,0.86176,0.27776,6.89808,1280,720
1CRN  Crambin,327,337,11,0.500443,0.71984,0.78752,2.68496,1.49056,0.86064,0.27664,6.82016,1280,720
1CRN  Crambin,327,337,12,0.711215,0.70528,0.78704,2.69712,1.492,0.8632,0.27712,6.82176,1280,720
1CRN  Crambin,327,337,13,0.565938,0.7064,0.78912,2.70928,1.45472,0.8664,0.27984,6.80576,1280,720
1CRN  Crambin,327,337,14,0.500752,0.70272,0.78928,2.69584,1.54128,0.86288,0.28032,6.87232,1280,720
1CRN  Crambin,327,337,15,0.475203,0.7016,0.79248,2.7048,1.51632,0.85936,0.27712,6.85168,1280,720
1CRN  Crambin,327,337,16,0.479576,0.72896,0.78864,2.6936,1.48688,0.85664,0.27904,6.83376,1280,720
1CRN  Crambin,327,337,17,2.40438,0.70688,0.78896,2.6928,1.52208,0.85936,0.27648,6.84656,1280,720
1CRN  Crambin,327,337,18,0.440702,0.68976,0.78528,2.69024,1.51344,0.86304,0.27856,6.82032,1280,720
1CRN  Crambin,327,337,19,0.410828,0.69616,0.78816,2.70432,1.50384,0.85936,0.27568,6.82752,1280,720
1CRN  Crambin,327,337,20,0.458347,0.69952,0.7904,2.69968,1.46992,0.8632,0.27968,6.8024,1280,720
1CRN  Crambin,327,337,21,0.469446,0.7144,0.78704,2.69472,1.50064,0.85936,0.27776,6.83392,1280,720
1CRN  Crambin,327,337,22,0.527421,0.71344,0.78848,2.69184,1.50736,0.86352,0.27824,6.84288,1280,720
1CRN  Crambin,327,337,23,0.65681,0.668,0.78912,2.71472,1.5168,0.86176,0.2784,6.8288,1280,720
1CRN  Crambin,327,337,24,37.2714,0.71584,0.78816,2.68112,1.50544,0.8616,0.28,6.83216,1280,720
1CRN  Crambin,327,337,25,5.20212,0.69392,0.78608,2.71184,1.5456,0.86128,0.27648,6.8752,1280,720
1CRN  Crambin,327,337,26,0.4456,1.69184,1.8408,6.45056,3.05856,1.8896,0.40736,15.3387,1280,720
1CRN  Crambin,327,337,27,1.81161,1.69776,1.856,6.41664,3.0256,3.18128,0.31056,16.4878,1280,720
1CRN  Crambin,327,337,28,9.56699,1.53968,1.84064,3.85984,1.63552,0.93968,0.28432,10.0997,1280,720
1CRN  Crambin,327,337,29,0.646969,0.78,0.85424,2.91216,1.55472,0.90256,0.28272,7.2864,1280,720
1CRN  Crambin,327,337,30,0.557541,0.7928,0.84432,3.11648,1.67136,1.01232,0.28352,7.7208,1280,720
1CRN  Crambin,327,337,31,0.476461,0.82992,0.99328,3.47168,1.75952,1.06144,0.28528,8.40112,1280,720
1CRN  Crambin,327,337,32,0.473501,0.8736,1.01584,3.51616,1.7752,1.02512,0.28304,8.48896,1280,720
1CRN  Crambin,327,337,33,4.91991,0.86224,0.92576,3.16656,1.6264,0.94896,0.28608,7.816,1280,720
1CRN  Crambin,327,337,34,0.537325,0.68608,0.82592,2.76432,1.59008,0.88608,0.27952,7.032,1280,720
1CRN  Crambin,327,337,35,0.441768,0.72512,0.79088,2.71248,1.52208,0.8832,0.27888,6.91264,1280,720
1CRN  Crambin,327,337,36,0.424138,0.74464,0.79232,2.70736,1.56112,0.88144,0.27904,6.96592,1280,720
1CRN  Crambin,327,337,37,0.462346,0.70992,0.79152,2.70688,1.59552,0.88688,0.27744,6.96816,1280,720
1CRN  Crambin,327,337,38,0.526122,0.65072,0.79152,2.71776,1.58144,0.88512,0.28704,6.9136,1280,720
1CRN  Crambin,327,337,39,0.472741,0.7272,0.79008,2.7064,1.51904,0.888,0.2808,6.91152,1280,720
1CRN  Crambin,327,337,40,4.23241,0.69808,0.7952,2.72608,1.54016,0.88976,0.2808,6.93008,1280,720
1CRN  Crambin,327,337,41,0.692624,0.71072,0.79168,2.72272,1.55104,0.8856,0.28048,6.94224,1280,720
1CRN  Crambin,327,337,42,0.481537,0.69504,0.7904,2.71232,1.5184,0.8824,0.28576,6.88432,1280,720
1CRN  Crambin,327,337,43,0.504189,0.7312,0.79168,2.7112,1.54528,0.88128,0.27936,6.94,1280,720
1CRN  Crambin,327,337,44,0.537151,0.68848,0.79216,2.69136,1.51344,0.87536,0.28,6.8408,1280,720
